ANNO,ASL,PROVINCIA,COD_ENTE,COD_STRUTTURA,COD_SUB,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,PUBBL_PRIV,COD_DISCIPLINA,DESCR_DISCIPLINA,AREA,TIPO_DEGENZA,MESI_DEG_ORD,MEDIA_LETTI_DEG_ORD,Posti_letto_ORD_attivati_al_31_12,MESI_DH,MEDIA_LETTI_DH_DS,Posti_letto_DH_DS_attivati_al_31_12
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,11,CHIRURGIA PEDIATRICA,Area chirurgica,Acuti,12,13.08,24,12,1,1
2020,322,CO,322,030035,,C.O.F. LANZO HOSPITAL - ALTA VALLE INTELVI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,128.75,133,10,2,2
2020,321,LO,709,030067,,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,36.17,36,12,2,2
2020,327,MN,725,030227,02,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,31.08,63,0,0,0
2020,321,MI,936,030936,01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,49,TERAPIA INTENSIVA,Area medica,Acuti,4,8.25,0,0,0,0
2020,324,LC,324,030034,,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,9,7,0,12,30.5,0
2020,325,BG,325,030149,,ISTITUTO CLINICO QUARENGHI SRL,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,12,2,2,0,0,0
2020,321,MI,321,030367,,OSPEDALE S. GIUSEPPE - MILANO,4,OSPEDALE CLASSIFICATO,priv,64,ONCOLOGIA,Area medica,Acuti,12,16,16,12,6,6
2020,324,LC,920,030920,,I.N.R.C.A.- PRESIDIO DI CASATENOVO,31,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PUBBLICO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,10,20.8,22,0,0,0
2020,322,VA,711,030004,,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,52,DERMATOLOGIA,Area medica,Acuti,0,0,0,12,1,0
2020,327,CR,724,030273,,OSPEDALE OGLIO PO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,10.08,18,12,3,3
2020,322,CO,712,030902,,OSPEDALE S. ANNA - COMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,32,NEUROLOGIA,Area medica,Acuti,12,24.08,28,0,0,0
2020,321,MI,321,030116,,CLINICA POLISPECIALISTICA SAN CARLO - s.r.l.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,43,UROLOGIA,Area chirurgica,Acuti,6,1,1,0,0,0
2020,322,VA,710,030012,,OSPEDALE CARLO ONDOLI - ANGERA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,10,28,84,10,2,0
2020,321,MI,941,030941,,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,49,TERAPIA INTENSIVA,Area medica,Acuti,12,8.33,0,0,0,0
2020,321,MI,321,030352,,POLO GERIATRICO RIABILITATIVO-CINISELLO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,36.08,35,0,0,0
2020,322,VA,711,030006,,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,30.33,0,12,1,0
2020,321,MI,321,030125,,CASA DI CURA AMBROSIANA SPA-CESANO B.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,11,21.09,20,0,0,0
2020,321,MI,321,030103,,CASA DI CURA PALAZZOLO-FOND.DON GNOCCHI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,11,29.09,24,0,0,0
2020,325,BG,325,030147,,POLICLINICO SAN MARCO - OSIO SOTTO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,25,30,11,6,6
2020,326,BS,326,030176,,ISTITUTO CLINICO  S. ANNA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,08,CARDIOLOGIA,Area medica,Acuti,12,21.33,28,12,1,1
2020,322,VA,322,030015,,CASA DI CURA SANTA MARIA - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,70.5,44,12,1.92,2
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,02,DAY HOSPITAL,Area medica,Acuti,0,0,0,12,2,2
2020,322,VA,710,030901,02,OSPEDALE F. DEL PONTE - VARESE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,64,ONCOLOGIA,Area medica,Acuti,12,0,0,12,3,3
2020,328,PV,727,030194,,OSPEDALE CIVILE - VOGHERA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,32,NEUROLOGIA,Area medica,Acuti,12,21.33,24,0,0,0
2020,326,BS,326,030295,,FONDAZIONE POLIAMBULANZA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,8.33,11,0,0,0
2020,322,VA,711,030004,,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,8,2.88,0,9,3,0
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,19,"MALATTIE ENDOCRINE, DEL RICAMBIO E DELLA NUTRIZIONE",Area medica,Acuti,0,0,0,12,1.17,2
2020,321,MI,943,030943,,IST. CLIN. HUMANITAS - ROZZANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,12,CHIRURGIA PLASTICA,Area chirurgica,Acuti,9,1.78,2,0,0,0
2020,321,MI,934,030934,,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,7.92,0,0,0,0
2020,321,MI,708,030085,01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,11,4.91,5,0,0,0
2020,321,LO,709,030067,,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,7.17,7,12,2,2
2020,321,MI,702,030915,,OSPEDALE S. CARLO BORROMEO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,64,ONCOLOGIA,Area medica,Acuti,12,14,0,0,0,0
2020,323,SO,713,030042,,OSPEDALE SONDRIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,43,UROLOGIA,Area chirurgica,Acuti,12,17.08,0,12,3,0
2020,321,LO,709,030080,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,11,15,15,0,0,0
2020,321,MI,943,030943,,IST. CLIN. HUMANITAS - ROZZANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,23.75,25
2020,325,BG,720,030382,,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,10,11.3,19,8,1.25,2
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,10,CHIRURGIA MAXILLO FACCIALE,Area chirurgica,Acuti,12,4.58,10,12,1.17,2
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,64,ONCOLOGIA,Area medica,Acuti,12,16.5,17,11,1,1
2020,322,VA,711,030006,,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,51,ASTANTERIA,Area medica,Acuti,0,0,0,0,0,0
2020,321,MI,703,030916,,OSPEDALE L. SACCO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,43,UROLOGIA,Area chirurgica,Acuti,11,6.55,16,12,2,2
2020,324,LC,715,030903,,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,39.08,0,12,2,0
2020,321,MI,321,030097,,ISTITUTO CLINICO CITTA' STUDI - MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,12,6.08,8,0,0,0
2020,325,BG,720,030137,,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,4.92,16,9,1,2
2020,326,BS,723,030184,,OSPEDALE DI MANERBIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,11,9,14,0,0,0
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,12,8,10,0,0,0
2020,322,VA,711,030004,,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,10,65.8,0,0,0,0
2020,325,BG,719,030131,,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,15.5,18,10,1,1
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,12,8.25,17,12,1,1
2020,328,PV,938,030938,,IRCCS CENTRO MEDICO DI PAVIA,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,179.74,257,0,0,0
2020,327,CR,327,030217,,CASA DI CURA ANCELLE DELLA CARITA'-CR,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,12,26.92,28,0,0,0
2020,321,MI,321,030116,,CLINICA POLISPECIALISTICA SAN CARLO - s.r.l.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,12.92,20,0,0,0
2020,322,CO,322,030347,,CASA DI CURA VILLA S. GIUSEPPE-ANZANO DEL PARCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,54,0,9,1,0
2020,324,LC,324,030033,,CASA DI CURA BEATO L.TALAMONI-LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,3,14,,0,0,
2020,321,MI,707,030058,,OSPEDALE BASSINI - CINISELLO BALSAMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,0,0,0,0,0,0
2020,322,VA,711,030004,,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,58.16,0,12,1,0
2020,322,VA,711,030008,,OSP. GENERALE PROVINCIALE - SARONNO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,11,9.73,13,7,1,1
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,18,EMATOLOGIA,Area medica,Acuti,12,23.83,23,12,2.5,4
2020,328,PV,727,030194,,OSPEDALE CIVILE - VOGHERA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,2,7,9,1,1
2020,321,MI,704,030912,,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,32,NEUROLOGIA,Area medica,Acuti,6,4,5,12,3.92,4
2020,321,MI,321,030121,,CASA DI CURA S. PIO X - MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,3,19.33,,0,0,
2020,321,MI,948,030948,,IRCCS MULTIMEDICA - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,08,CARDIOLOGIA,Area medica,Acuti,12,18.5,24,0,0,0
2020,321,MI,946,030946,01,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,30,NEUROCHIRURGIA,Area chirurgica,Acuti,12,15,15,0,0,0
2020,321,MI,703,030056,,PRESIDIO OSPED. V. BUZZI - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,67,PENSIONANTI,Area medica,Acuti,10,3.4,0,0,0,0
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,32,NEUROLOGIA,Area medica,Acuti,12,18.25,35,12,1.17,2
2020,326,BS,721,030167,,OSPEDALE DEI BAMBINI - BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,6.5,10,11,1.27,2
2020,321,MI,321,030359,,FONDAZIONE EUROPEA DI RICERCA BIOMEDICA-CERNUSCO S/NAVIGLIO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,45,0,0,0,0
2020,324,LC,324,030034,,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,10,11,0,1,31,0
2020,321,MI,941,030941,,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,12,CHIRURGIA PLASTICA,Area chirurgica,Acuti,12,4,0,0,0,0
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,43,UROLOGIA,Area chirurgica,Acuti,12,15.42,27,12,1,1
2020,328,PV,938,030938,,IRCCS CENTRO MEDICO DI PAVIA,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,25,MEDICINA DEL LAVORO,Area medica,Acuti,12,1.67,2,0,0,0
2020,326,BS,721,030162,,PRESIDIO OSPEDALIERO GARDONE V.T.,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,0,0,0,5,1,1
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,11,66.28,76,12,3.83,4
2020,322,CO,322,030037,,CASA DI CURA VILLA S. BENEDETTO-ALBESE,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,12,5,0,0,0,0
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,10,10,0,0,0
2020,323,SO,713,030904,,OSPEDALE MORELLI - SONDALO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,10,36.9,105,0,0,0
2020,321,MI,922,030922,,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,69,RADIOLOGIA,Area medica,Acuti,0,0,0,0,0,0
2020,328,PV,727,030383,,NUOVO OSPEDALE DI BRONI E STRADELLA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,7,13.57,21,8,1,1
2020,325,BG,325,030147,,POLICLINICO SAN MARCO - OSIO SOTTO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,43,UROLOGIA,Area chirurgica,Acuti,11,14.09,15,12,4,4
2020,321,MI,935,030935,,IRCCS    S. RAFFAELE - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,9,13.22,14
2020,321,MI,934,030934,,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,08,CARDIOLOGIA,Area medica,Acuti,12,106.16,0,12,2,0
2020,326,BS,721,030167,,OSPEDALE DEI BAMBINI - BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,10,CHIRURGIA MAXILLO FACCIALE,Area chirurgica,Acuti,12,2.58,6,10,1,1
2020,322,VA,711,030006,,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,13.25,0,0,0,0
2020,325,BG,325,030148,,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,12,33.42,38,12,4,4
2020,328,PV,727,030194,,OSPEDALE CIVILE - VOGHERA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,10,11.7,11,0,0,0
2020,324,MB,324,030107,,ISTITUTI CLINICI ZUCCHI SPA-MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,21.58,0,12,5,0
2020,326,BS,723,030184,,OSPEDALE DI MANERBIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,64,ONCOLOGIA,Area medica,Acuti,0,0,0,12,2,2
2020,328,PV,727,030192,,OSPEDALE SS.ANNUNZIATA - VARZI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,24.17,26,0,0,0
2020,321,MI,946,030946,02,IST.CLINICO S.SIRO SPA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,60,LUNGODEGENTI,Area medica,Lung,11,1.64,2,0,0,0
2020,321,MI,702,030914,,OSPEDALE S. PAOLO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,12,56.91,45,12,2.17,2
2020,321,MI,706,030066,,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,23.67,24,12,1,1
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,75,NEURO-RIABILITAZIONE,Area medica,Riab,9,7.44,10,0,0,0
2020,327,CR,724,030273,,OSPEDALE OGLIO PO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,12.17,16,0,0,0
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,4.25,2,0,0,0
2020,323,CO,323,030031,,OSP. MORIGGIA PELASCINI - GRAVEDONA,4,OSPEDALE CLASSIFICATO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,20,20,0,0,0
2020,324,MB,324,030107,,ISTITUTI CLINICI ZUCCHI SPA-MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,RM,RIABILITAZIONE DI MANTENIMENTO,Area medica,Lung,0,0,0,0,0,0
2020,323,CO,323,030031,,OSP. MORIGGIA PELASCINI - GRAVEDONA,4,OSPEDALE CLASSIFICATO,priv,08,CARDIOLOGIA,Area medica,Acuti,12,12,12,0,0,0
2020,322,CO,712,030902,,OSPEDALE S. ANNA - COMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,8,9.5,17,0,0,0
2020,322,VA,711,030004,,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,19.75,0,9,1,0
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,30,NEUROCHIRURGIA,Area chirurgica,Acuti,12,18.42,24,0,0,0
2020,323,SO,713,030042,,OSPEDALE SONDRIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,5.83,0,0,0,0
2020,328,PV,328,030201,,CASA DI CURA CITTADELLA SOCIALE,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,17.5,0,0,0,0
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,13,CHIRURGIA TORACICA,Area chirurgica,Acuti,11,7.18,9,10,1,1
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,19.25,28,11,1.73,4
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,102.83,182,2,2,2
2020,327,CR,327,030218,,CASA DI CURA S. CAMILLO - CREMONA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,RM,RIABILITAZIONE DI MANTENIMENTO,Area medica,Lung,3,7.33,0,0,0,0
2020,321,MI,708,030071,01,OSPEDALE S. MARIA DELLE STELLE MELZO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,28.83,40,12,1,1
2020,322,VA,711,030008,,OSP. GENERALE PROVINCIALE - SARONNO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,3,5,0,0,0,0
2020,323,CO,323,030031,,OSP. MORIGGIA PELASCINI - GRAVEDONA,4,OSPEDALE CLASSIFICATO,priv,75,NEURO-RIABILITAZIONE,Area medica,Riab,11,61.27,82,0,0,0
2020,321,MI,702,030915,,OSPEDALE S. CARLO BORROMEO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,15.75,17,0,0,0
2020,322,VA,710,030010,,OSPEDALE GALMARINI - TRADATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,8.25,10,0,0,0
2020,327,CR,726,030209,,OSPEDALE MAGGIORE - CREMA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,20,20,12,1,1
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,10,CHIRURGIA MAXILLO FACCIALE,Area chirurgica,Acuti,12,8.92,14,7,2.71,3
